,image_name,x_1,y_1,x_2,y_2,category,category_type,category_type_name,width,height,area,evaluation_status,category_encoding
8207,img/Zip_Collar_Bomber/img_00000024.jpg,1,53,164,279,Bomber,1,Upper Body,163,226,36838,train,1
8209,img/Zip_Collar_Bomber/img_00000026.jpg,33,55,221,300,Bomber,1,Upper Body,188,245,46060,train,1
8210,img/Zip_Collar_Bomber/img_00000027.jpg,27,46,173,262,Bomber,1,Upper Body,146,216,31536,train,1
8211,img/Zip_Collar_Bomber/img_00000028.jpg,11,1,192,218,Bomber,1,Upper Body,181,217,39277,train,1
8212,img/Zip_Collar_Bomber/img_00000029.jpg,20,15,240,267,Bomber,1,Upper Body,220,252,55440,train,1
8213,img/Zip_Collar_Bomber/img_00000030.jpg,50,21,223,234,Bomber,1,Upper Body,173,213,36849,train,1
8214,img/Zip_Collar_Bomber/img_00000031.jpg,24,43,196,261,Bomber,1,Upper Body,172,218,37496,train,1
8215,img/Zip_Collar_Bomber/img_00000032.jpg,21,12,202,244,Bomber,1,Upper Body,181,232,41992,train,1
8216,img/Zip_Collar_Bomber/img_00000033.jpg,11,72,183,288,Bomber,1,Upper Body,172,216,37152,train,1
8217,img/Zip_Collar_Bomber/img_00000034.jpg,23,42,183,285,Bomber,1,Upper Body,160,243,38880,train,1
8219,img/Zip_Collar_Bomber/img_00000036.jpg,19,52,183,250,Bomber,1,Upper Body,164,198,32472,train,1
8220,img/Zip_Collar_Bomber/img_00000037.jpg,44,23,208,246,Bomber,1,Upper Body,164,223,36572,train,1
8221,img/Zip_Collar_Bomber/img_00000038.jpg,48,64,233,300,Bomber,1,Upper Body,185,236,43660,train,1
8223,img/Zip_Collar_Bomber/img_00000040.jpg,10,46,206,274,Bomber,1,Upper Body,196,228,44688,train,1
8224,img/Zip_Collar_Bomber/img_00000041.jpg,47,68,168,245,Bomber,1,Upper Body,121,177,21417,train,1
8225,img/Zip_Collar_Bomber/img_00000042.jpg,25,1,221,271,Bomber,1,Upper Body,196,270,52920,train,1
8226,img/Zip_Collar_Bomber/img_00000043.jpg,25,64,197,251,Bomber,1,Upper Body,172,187,32164,train,1
8227,img/Zip_Collar_Bomber/img_00000044.jpg,65,37,226,283,Bomber,1,Upper Body,161,246,39606,train,1
8228,img/Zip_Collar_Bomber/img_00000045.jpg,42,53,206,268,Bomber,1,Upper Body,164,215,35260,train,1
8229,img/Zip_Collar_Bomber/img_00000046.jpg,47,45,250,274,Bomber,1,Upper Body,203,229,46487,train,1
8231,img/Zip_Collar_Bomber/img_00000048.jpg,4,52,197,300,Bomber,1,Upper Body,193,248,47864,train,1
8232,img/Zip_Collar_Bomber/img_00000049.jpg,28,53,180,263,Bomber,1,Upper Body,152,210,31920,train,1
8233,img/Zip_Collar_Bomber/img_00000050.jpg,22,44,174,217,Bomber,1,Upper Body,152,173,26296,train,1
8235,img/Zip_Collar_Bomber/img_00000052.jpg,1,32,143,209,Bomber,1,Upper Body,142,177,25134,train,1
8236,img/Zip_Collar_Bomber/img_00000053.jpg,92,74,242,278,Bomber,1,Upper Body,150,204,30600,train,1
8237,img/Zip_Collar_Bomber/img_00000054.jpg,35,51,165,225,Bomber,1,Upper Body,130,174,22620,train,1
8239,img/Zip_Collar_Bomber/img_00000056.jpg,45,64,206,262,Bomber,1,Upper Body,161,198,31878,train,1
8240,img/Zip_Collar_Bomber/img_00000057.jpg,24,7,190,234,Bomber,1,Upper Body,166,227,37682,train,1
8242,img/Zip_Collar_Bomber/img_00000059.jpg,1,1,196,245,Bomber,1,Upper Body,195,244,47580,train,1
8243,img/Zip_Collar_Bomber/img_00000060.jpg,28,54,177,253,Bomber,1,Upper Body,149,199,29651,train,1
8244,img/Zip_Collar_Bomber/img_00000061.jpg,57,78,171,258,Bomber,1,Upper Body,114,180,20520,train,1
8245,img/Zip_Collar_Bomber/img_00000062.jpg,33,66,190,245,Bomber,1,Upper Body,157,179,28103,train,1
8247,img/Zip_Collar_Bomber/img_00000064.jpg,70,76,221,262,Bomber,1,Upper Body,151,186,28086,train,1
8248,img/Zip_Collar_Bomber/img_00000065.jpg,69,48,151,156,Bomber,1,Upper Body,82,108,8856,train,1
8250,img/Zip_Collar_Bomber/img_00000067.jpg,90,53,206,235,Bomber,1,Upper Body,116,182,21112,train,1
8251,img/Zip_Collar_Bomber/img_00000068.jpg,1,63,144,276,Bomber,1,Upper Body,143,213,30459,train,1
8252,img/Zip_Collar_Bomber/img_00000069.jpg,20,71,178,269,Bomber,1,Upper Body,158,198,31284,train,1
8254,img/Zip_Collar_Bomber/img_00000071.jpg,25,52,183,260,Bomber,1,Upper Body,158,208,32864,train,1
8255,img/Zip_Collar_Bomber/img_00000072.jpg,14,53,130,195,Bomber,1,Upper Body,116,142,16472,train,1
8256,img/Zip_Collar_Bomber/img_00000073.jpg,16,59,195,300,Bomber,1,Upper Body,179,241,43139,train,1
8259,img/Zip_Collar_Bomber/img_00000076.jpg,21,77,196,288,Bomber,1,Upper Body,175,211,36925,train,1
8260,img/Zip_Collar_Bomber/img_00000077.jpg,43,51,170,235,Bomber,1,Upper Body,127,184,23368,train,1
8261,img/Zip_Collar_Bomber/img_00000078.jpg,11,44,132,200,Bomber,1,Upper Body,121,156,18876,train,1
8262,img/Zip_Collar_Bomber/img_00000079.jpg,33,63,206,258,Bomber,1,Upper Body,173,195,33735,train,1
8264,img/Zip_Collar_Bomber/img_00000081.jpg,40,53,201,281,Bomber,1,Upper Body,161,228,36708,train,1
8265,img/Zip_Collar_Bomber/img_00000082.jpg,25,55,210,286,Bomber,1,Upper Body,185,231,42735,train,1
8266,img/Zip_Collar_Bomber/img_00000083.jpg,24,69,218,295,Bomber,1,Upper Body,194,226,43844,train,1
8268,img/Zip_Collar_Bomber/img_00000085.jpg,29,70,189,288,Bomber,1,Upper Body,160,218,34880,train,1
8270,img/Zip_Collar_Bomber/img_00000087.jpg,29,45,196,286,Bomber,1,Upper Body,167,241,40247,train,1
8271,img/Zip_Collar_Bomber/img_00000088.jpg,51,71,179,193,Bomber,1,Upper Body,128,122,15616,train,1
8272,img/Zip_Collar_Bomber/img_00000089.jpg,18,64,203,271,Bomber,1,Upper Body,185,207,38295,train,1
8273,img/Zip_Collar_Bomber/img_00000090.jpg,29,65,216,300,Bomber,1,Upper Body,187,235,43945,train,1
8274,img/Zip_Collar_Bomber/img_00000091.jpg,31,39,161,265,Bomber,1,Upper Body,130,226,29380,train,1
8275,img/Zip_Collar_Bomber/img_00000092.jpg,26,63,219,292,Bomber,1,Upper Body,193,229,44197,train,1
8276,img/Zip_Collar_Bomber/img_00000093.jpg,43,59,173,286,Bomber,1,Upper Body,130,227,29510,train,1
8277,img/Zip_Collar_Bomber/img_00000094.jpg,54,61,212,281,Bomber,1,Upper Body,158,220,34760,train,1
8278,img/Zip_Collar_Bomber/img_00000095.jpg,31,54,216,296,Bomber,1,Upper Body,185,242,44770,train,1
8279,img/Zip_Collar_Bomber/img_00000096.jpg,64,47,146,156,Bomber,1,Upper Body,82,109,8938,train,1
8280,img/Zip_Collar_Bomber/img_00000097.jpg,12,14,204,249,Bomber,1,Upper Body,192,235,45120,train,1
8281,img/Zip_Collar_Bomber/img_00000098.jpg,31,56,204,274,Bomber,1,Upper Body,173,218,37714,train,1
8283,img/Zip_Collar_Bomber/img_00000100.jpg,32,37,124,199,Bomber,1,Upper Body,92,162,14904,train,1
8284,img/Zip_Collar_Bomber/img_00000101.jpg,9,77,225,300,Bomber,1,Upper Body,216,223,48168,train,1
8286,img/Zip_Collar_Bomber/img_00000103.jpg,31,44,175,252,Bomber,1,Upper Body,144,208,29952,train,1
8288,img/Zip_Collar_Bomber/img_00000105.jpg,25,61,179,259,Bomber,1,Upper Body,154,198,30492,train,1
8289,img/Zip_Collar_Bomber/img_00000106.jpg,18,53,124,200,Bomber,1,Upper Body,106,147,15582,train,1
8290,img/Zip_Collar_Bomber/img_00000107.jpg,34,57,171,255,Bomber,1,Upper Body,137,198,27126,train,1
8292,img/Zip_Collar_Bomber/img_00000109.jpg,51,63,196,252,Bomber,1,Upper Body,145,189,27405,train,1
8293,img/Zip_Collar_Bomber/img_00000110.jpg,17,36,120,159,Bomber,1,Upper Body,103,123,12669,train,1
8294,img/Zip_Collar_Bomber/img_00000111.jpg,22,54,174,243,Bomber,1,Upper Body,152,189,28728,train,1
8298,img/Zip_Collar_Bomber/img_00000115.jpg,19,62,200,268,Bomber,1,Upper Body,181,206,37286,train,1
8299,img/Zip_Collar_Bomber/img_00000116.jpg,22,61,214,280,Bomber,1,Upper Body,192,219,42048,train,1
8300,img/Zip_Collar_Bomber/img_00000117.jpg,18,15,227,236,Bomber,1,Upper Body,209,221,46189,train,1
8303,img/Zip_Collar_Bomber/img_00000120.jpg,17,67,202,271,Bomber,1,Upper Body,185,204,37740,train,1
8304,img/Zip_Collar_Bomber/img_00000121.jpg,22,50,183,252,Bomber,1,Upper Body,161,202,32522,train,1
8305,img/Zip_Collar_Bomber/img_00000122.jpg,40,62,168,268,Bomber,1,Upper Body,128,206,26368,train,1
8306,img/Zip_Collar_Bomber/img_00000123.jpg,17,66,202,271,Bomber,1,Upper Body,185,205,37925,train,1
8309,img/Zip_Collar_Bomber/img_00000126.jpg,45,78,202,300,Bomber,1,Upper Body,157,222,34854,train,1
8310,img/Zip_Collar_Bomber/img_00000127.jpg,26,54,183,262,Bomber,1,Upper Body,157,208,32656,train,1
8311,img/Zip_Collar_Bomber/img_00000128.jpg,53,66,220,273,Bomber,1,Upper Body,167,207,34569,train,1
8312,img/Zip_Collar_Bomber/img_00000129.jpg,28,66,222,300,Bomber,1,Upper Body,194,234,45396,train,1
8313,img/Zip_Collar_Bomber/img_00000130.jpg,43,57,259,285,Bomber,1,Upper Body,216,228,49248,train,1
8314,img/Zip_Collar_Bomber/img_00000131.jpg,55,68,193,277,Bomber,1,Upper Body,138,209,28842,train,1
8315,img/Zip_Collar_Bomber/img_00000132.jpg,81,67,217,276,Bomber,1,Upper Body,136,209,28424,train,1
8316,img/Zip_Collar_Bomber/img_00000133.jpg,64,53,232,270,Bomber,1,Upper Body,168,217,36456,train,1
8317,img/Zip_Collar_Bomber/img_00000134.jpg,46,56,206,269,Bomber,1,Upper Body,160,213,34080,train,1
8318,img/Zip_Collar_Bomber/img_00000135.jpg,24,57,175,250,Bomber,1,Upper Body,151,193,29143,train,1
8319,img/Zip_Collar_Bomber/img_00000136.jpg,30,47,188,241,Bomber,1,Upper Body,158,194,30652,train,1
8321,img/Zip_Collar_Bomber/img_00000138.jpg,32,35,183,231,Bomber,1,Upper Body,151,196,29596,train,1
8322,img/Zip_Collar_Bomber/img_00000139.jpg,16,1,204,242,Bomber,1,Upper Body,188,241,45308,train,1
8323,img/Zip_Collar_Bomber/img_00000140.jpg,37,60,152,257,Bomber,1,Upper Body,115,197,22655,train,1
8326,img/Zip_Collar_Bomber/img_00000143.jpg,35,65,222,300,Bomber,1,Upper Body,187,235,43945,train,1
8327,img/Zip_Collar_Bomber/img_00000144.jpg,10,19,176,245,Bomber,1,Upper Body,166,226,37516,train,1
8328,img/Zip_Collar_Bomber/img_00000145.jpg,30,10,158,199,Bomber,1,Upper Body,128,189,24192,train,1
22595,img/Hooded_Cotton_Canvas_Anorak/img_00000001.jpg,64,51,218,290,Anorak,1,Upper Body,154,239,36806,train,0
22596,img/Hooded_Cotton_Canvas_Anorak/img_00000002.jpg,84,36,247,300,Anorak,1,Upper Body,163,264,43032,train,0
22597,img/Hooded_Cotton_Canvas_Anorak/img_00000003.jpg,46,60,197,300,Anorak,1,Upper Body,151,240,36240,train,0
22598,img/Hooded_Cotton_Canvas_Anorak/img_00000004.jpg,35,54,193,280,Anorak,1,Upper Body,158,226,35708,train,0
22601,img/Hooded_Cotton_Canvas_Anorak/img_00000007.jpg,56,1,272,300,Anorak,1,Upper Body,216,299,64584,train,0
22603,img/Hooded_Cotton_Canvas_Anorak/img_00000009.jpg,32,41,178,216,Anorak,1,Upper Body,146,175,25550,train,0
22604,img/Hooded_Cotton_Canvas_Anorak/img_00000010.jpg,27,1,176,265,Anorak,1,Upper Body,149,264,39336,train,0
22605,img/Hooded_Cotton_Canvas_Anorak/img_00000011.jpg,48,40,180,223,Anorak,1,Upper Body,132,183,24156,train,0
22606,img/Hooded_Cotton_Canvas_Anorak/img_00000012.jpg,48,47,208,300,Anorak,1,Upper Body,160,253,40480,train,0
22607,img/Hooded_Cotton_Canvas_Anorak/img_00000013.jpg,24,63,185,295,Anorak,1,Upper Body,161,232,37352,train,0
22608,img/Hooded_Cotton_Canvas_Anorak/img_00000014.jpg,34,59,228,300,Anorak,1,Upper Body,194,241,46754,train,0
22610,img/Hooded_Cotton_Canvas_Anorak/img_00000016.jpg,39,3,195,212,Anorak,1,Upper Body,156,209,32604,train,0
22611,img/Hooded_Cotton_Canvas_Anorak/img_00000017.jpg,30,39,172,241,Anorak,1,Upper Body,142,202,28684,train,0
22614,img/Hooded_Cotton_Canvas_Anorak/img_00000020.jpg,73,57,230,247,Anorak,1,Upper Body,157,190,29830,train,0
22616,img/Hooded_Cotton_Canvas_Anorak/img_00000022.jpg,79,52,210,248,Anorak,1,Upper Body,131,196,25676,train,0
22617,img/Hooded_Cotton_Canvas_Anorak/img_00000023.jpg,18,35,186,300,Anorak,1,Upper Body,168,265,44520,train,0
22619,img/Hooded_Cotton_Canvas_Anorak/img_00000025.jpg,68,32,147,200,Anorak,1,Upper Body,79,168,13272,train,0
22621,img/Hooded_Cotton_Canvas_Anorak/img_00000027.jpg,83,43,235,298,Anorak,1,Upper Body,152,255,38760,train,0
22622,img/Hooded_Cotton_Canvas_Anorak/img_00000028.jpg,1,43,226,300,Anorak,1,Upper Body,225,257,57825,train,0
22624,img/Hooded_Cotton_Canvas_Anorak/img_00000030.jpg,57,37,218,292,Anorak,1,Upper Body,161,255,41055,train,0
22625,img/Hooded_Cotton_Canvas_Anorak/img_00000031.jpg,103,27,219,211,Anorak,1,Upper Body,116,184,21344,train,0
22626,img/Hooded_Cotton_Canvas_Anorak/img_00000032.jpg,31,33,175,244,Anorak,1,Upper Body,144,211,30384,train,0
22627,img/Hooded_Cotton_Canvas_Anorak/img_00000033.jpg,30,29,145,150,Anorak,1,Upper Body,115,121,13915,train,0
22628,img/Hooded_Cotton_Canvas_Anorak/img_00000034.jpg,23,31,155,197,Anorak,1,Upper Body,132,166,21912,train,0
22629,img/Hooded_Cotton_Canvas_Anorak/img_00000035.jpg,114,7,184,113,Anorak,1,Upper Body,70,106,7420,train,0
22630,img/Hooded_Cotton_Canvas_Anorak/img_00000036.jpg,27,51,224,282,Anorak,1,Upper Body,197,231,45507,train,0
22633,img/Hooded_Cotton_Canvas_Anorak/img_00000039.jpg,51,58,207,290,Anorak,1,Upper Body,156,232,36192,train,0
22634,img/Hooded_Cotton_Canvas_Anorak/img_00000040.jpg,102,39,167,171,Anorak,1,Upper Body,65,132,8580,train,0
22635,img/Hooded_Cotton_Canvas_Anorak/img_00000041.jpg,54,120,215,251,Anorak,1,Upper Body,161,131,21091,train,0
22636,img/Hooded_Cotton_Canvas_Anorak/img_00000042.jpg,27,40,172,219,Anorak,1,Upper Body,145,179,25955,train,0
22640,img/Hooded_Cotton_Canvas_Anorak/img_00000046.jpg,1,7,136,136,Anorak,1,Upper Body,135,129,17415,train,0
22641,img/Hooded_Cotton_Canvas_Anorak/img_00000047.jpg,32,34,140,184,Anorak,1,Upper Body,108,150,16200,train,0
22643,img/Hooded_Cotton_Canvas_Anorak/img_00000049.jpg,46,21,252,272,Anorak,1,Upper Body,206,251,51706,train,0
22644,img/Hooded_Cotton_Canvas_Anorak/img_00000050.jpg,22,65,180,292,Anorak,1,Upper Body,158,227,35866,train,0
22645,img/Hooded_Cotton_Canvas_Anorak/img_00000051.jpg,29,72,279,300,Anorak,1,Upper Body,250,228,57000,train,0
22646,img/Hooded_Cotton_Canvas_Anorak/img_00000052.jpg,53,29,145,191,Anorak,1,Upper Body,92,162,14904,train,0
22647,img/Hooded_Cotton_Canvas_Anorak/img_00000053.jpg,20,6,106,144,Anorak,1,Upper Body,86,138,11868,train,0
22648,img/Hooded_Cotton_Canvas_Anorak/img_00000054.jpg,25,22,182,272,Anorak,1,Upper Body,157,250,39250,train,0
22650,img/Hooded_Cotton_Canvas_Anorak/img_00000056.jpg,20,49,190,300,Anorak,1,Upper Body,170,251,42670,train,0
22654,img/Hooded_Cotton_Canvas_Anorak/img_00000060.jpg,30,54,215,300,Anorak,1,Upper Body,185,246,45510,train,0
22655,img/Hooded_Cotton_Canvas_Anorak/img_00000061.jpg,1,1,225,266,Anorak,1,Upper Body,224,265,59360,train,0
22657,img/Hooded_Cotton_Canvas_Anorak/img_00000063.jpg,32,55,206,265,Anorak,1,Upper Body,174,210,36540,train,0
22658,img/Hooded_Cotton_Canvas_Anorak/img_00000064.jpg,1,70,212,300,Anorak,1,Upper Body,211,230,48530,train,0
22659,img/Hooded_Cotton_Canvas_Anorak/img_00000065.jpg,1,48,152,300,Anorak,1,Upper Body,151,252,38052,train,0
22660,img/Hooded_Cotton_Canvas_Anorak/img_00000066.jpg,10,3,233,279,Anorak,1,Upper Body,223,276,61548,train,0
22661,img/Hooded_Cotton_Canvas_Anorak/img_00000067.jpg,78,65,133,273,Anorak,1,Upper Body,55,208,11440,train,0
22662,img/Hooded_Cotton_Canvas_Anorak/img_00000068.jpg,38,59,204,293,Anorak,1,Upper Body,166,234,38844,train,0
22663,img/Hooded_Cotton_Canvas_Anorak/img_00000069.jpg,25,66,197,289,Anorak,1,Upper Body,172,223,38356,train,0
22665,img/Hooded_Cotton_Canvas_Anorak/img_00000071.jpg,24,48,149,195,Anorak,1,Upper Body,125,147,18375,train,0
22666,img/Hooded_Cotton_Canvas_Anorak/img_00000072.jpg,1,20,149,224,Anorak,1,Upper Body,148,204,30192,train,0
22667,img/Hooded_Cotton_Canvas_Anorak/img_00000073.jpg,40,1,261,225,Anorak,1,Upper Body,221,224,49504,train,0
22668,img/Hooded_Cotton_Canvas_Anorak/img_00000074.jpg,16,49,168,272,Anorak,1,Upper Body,152,223,33896,train,0
22669,img/Hooded_Cotton_Canvas_Anorak/img_00000075.jpg,28,45,185,300,Anorak,1,Upper Body,157,255,40035,train,0
22670,img/Hooded_Cotton_Canvas_Anorak/img_00000076.jpg,1,3,200,300,Anorak,1,Upper Body,199,297,59103,train,0
22671,img/Hooded_Cotton_Canvas_Anorak/img_00000077.jpg,76,37,246,300,Anorak,1,Upper Body,170,263,44710,train,0
22672,img/Hooded_Cotton_Canvas_Anorak/img_00000078.jpg,3,6,300,300,Anorak,1,Upper Body,297,294,87318,train,0
22673,img/Hooded_Cotton_Canvas_Anorak/img_00000079.jpg,52,8,258,300,Anorak,1,Upper Body,206,292,60152,train,0
22674,img/Hooded_Cotton_Canvas_Anorak/img_00000080.jpg,50,38,187,249,Anorak,1,Upper Body,137,211,28907,train,0
22676,img/Hooded_Cotton_Canvas_Anorak/img_00000082.jpg,35,27,258,300,Anorak,1,Upper Body,223,273,60879,train,0
22677,img/Hooded_Cotton_Canvas_Anorak/img_00000083.jpg,20,13,166,257,Anorak,1,Upper Body,146,244,35624,train,0
22678,img/Hooded_Cotton_Canvas_Anorak/img_00000084.jpg,1,10,300,199,Anorak,1,Upper Body,299,189,56511,train,0
22679,img/Hooded_Cotton_Canvas_Anorak/img_00000085.jpg,52,1,222,279,Anorak,1,Upper Body,170,278,47260,train,0
22680,img/Hooded_Cotton_Canvas_Anorak/img_00000086.jpg,56,1,178,152,Anorak,1,Upper Body,122,151,18422,train,0
22681,img/Hooded_Cotton_Canvas_Anorak/img_00000088.jpg,28,60,200,276,Anorak,1,Upper Body,172,216,37152,train,0
22682,img/Hooded_Cotton_Canvas_Anorak/img_00000089.jpg,53,42,207,233,Anorak,1,Upper Body,154,191,29414,train,0
22683,img/Hooded_Cotton_Canvas_Anorak/img_00000090.jpg,1,7,196,300,Anorak,1,Upper Body,195,293,57135,train,0
22684,img/Hooded_Cotton_Canvas_Anorak/img_00000091.jpg,28,28,278,276,Anorak,1,Upper Body,250,248,62000,train,0
22685,img/Hooded_Cotton_Canvas_Anorak/img_00000092.jpg,36,41,186,260,Anorak,1,Upper Body,150,219,32850,train,0
22686,img/Hooded_Cotton_Canvas_Anorak/img_00000093.jpg,40,1,246,299,Anorak,1,Upper Body,206,298,61388,train,0
22688,img/Hooded_Cotton_Canvas_Anorak/img_00000095.jpg,20,74,193,300,Anorak,1,Upper Body,173,226,39098,train,0
22691,img/Hooded_Cotton_Canvas_Anorak/img_00000098.jpg,53,44,221,300,Anorak,1,Upper Body,168,256,43008,train,0
22692,img/Hooded_Cotton_Canvas_Anorak/img_00000099.jpg,16,27,159,205,Anorak,1,Upper Body,143,178,25454,train,0
22693,img/Hooded_Cotton_Canvas_Anorak/img_00000100.jpg,84,53,218,282,Anorak,1,Upper Body,134,229,30686,train,0
22695,img/Hooded_Cotton_Canvas_Anorak/img_00000102.jpg,42,69,192,262,Anorak,1,Upper Body,150,193,28950,train,0
22696,img/Hooded_Cotton_Canvas_Anorak/img_00000103.jpg,1,36,248,300,Anorak,1,Upper Body,247,264,65208,train,0
22698,img/Hooded_Cotton_Canvas_Anorak/img_00000105.jpg,22,48,172,282,Anorak,1,Upper Body,150,234,35100,train,0
22699,img/Hooded_Cotton_Canvas_Anorak/img_00000106.jpg,63,46,152,167,Anorak,1,Upper Body,89,121,10769,train,0
22700,img/Hooded_Cotton_Canvas_Anorak/img_00000107.jpg,17,44,271,300,Anorak,1,Upper Body,254,256,65024,train,0
22701,img/Hooded_Cotton_Canvas_Anorak/img_00000108.jpg,23,48,183,290,Anorak,1,Upper Body,160,242,38720,train,0
22703,img/Hooded_Cotton_Canvas_Anorak/img_00000110.jpg,69,1,268,266,Anorak,1,Upper Body,199,265,52735,train,0
22704,img/Hooded_Cotton_Canvas_Anorak/img_00000111.jpg,44,32,202,300,Anorak,1,Upper Body,158,268,42344,train,0
22705,img/Hooded_Cotton_Canvas_Anorak/img_00000112.jpg,5,46,198,290,Anorak,1,Upper Body,193,244,47092,train,0
22706,img/Hooded_Cotton_Canvas_Anorak/img_00000113.jpg,61,1,265,231,Anorak,1,Upper Body,204,230,46920,train,0
22707,img/Hooded_Cotton_Canvas_Anorak/img_00000114.jpg,43,50,199,300,Anorak,1,Upper Body,156,250,39000,train,0
22708,img/Hooded_Cotton_Canvas_Anorak/img_00000115.jpg,26,40,192,300,Anorak,1,Upper Body,166,260,43160,train,0
22709,img/Hooded_Cotton_Canvas_Anorak/img_00000116.jpg,43,31,222,300,Anorak,1,Upper Body,179,269,48151,train,0
22710,img/Hooded_Cotton_Canvas_Anorak/img_00000117.jpg,1,8,106,154,Anorak,1,Upper Body,105,146,15330,train,0
22711,img/Hooded_Cotton_Canvas_Anorak/img_00000118.jpg,40,39,214,298,Anorak,1,Upper Body,174,259,45066,train,0
22713,img/Hooded_Cotton_Canvas_Anorak/img_00000120.jpg,23,50,179,294,Anorak,1,Upper Body,156,244,38064,train,0
22714,img/Hooded_Cotton_Canvas_Anorak/img_00000121.jpg,29,36,173,278,Anorak,1,Upper Body,144,242,34848,train,0
22715,img/Hooded_Cotton_Canvas_Anorak/img_00000122.jpg,39,63,209,278,Anorak,1,Upper Body,170,215,36550,train,0
22718,img/Hooded_Cotton_Canvas_Anorak/img_00000125.jpg,36,35,190,277,Anorak,1,Upper Body,154,242,37268,train,0
22719,img/Hooded_Cotton_Canvas_Anorak/img_00000126.jpg,1,55,249,300,Anorak,1,Upper Body,248,245,60760,train,0
22720,img/Hooded_Cotton_Canvas_Anorak/img_00000127.jpg,66,34,167,163,Anorak,1,Upper Body,101,129,13029,train,0
22721,img/Hooded_Cotton_Canvas_Anorak/img_00000128.jpg,28,46,188,276,Anorak,1,Upper Body,160,230,36800,train,0
22722,img/Hooded_Cotton_Canvas_Anorak/img_00000129.jpg,12,1,269,285,Anorak,1,Upper Body,257,284,72988,train,0
22723,img/Hooded_Cotton_Canvas_Anorak/img_00000130.jpg,60,44,212,250,Anorak,1,Upper Body,152,206,31312,train,0
22724,img/Hooded_Cotton_Canvas_Anorak/img_00000131.jpg,92,2,202,126,Anorak,1,Upper Body,110,124,13640,train,0
22726,img/Hooded_Cotton_Canvas_Anorak/img_00000133.jpg,138,107,300,296,Anorak,1,Upper Body,162,189,30618,train,0
22727,img/Hooded_Cotton_Canvas_Anorak/img_00000134.jpg,70,53,273,283,Anorak,1,Upper Body,203,230,46690,train,0
22728,img/Hooded_Cotton_Canvas_Anorak/img_00000135.jpg,48,38,154,161,Anorak,1,Upper Body,106,123,13038,train,0
22729,img/Hooded_Cotton_Canvas_Anorak/img_00000136.jpg,57,51,223,300,Anorak,1,Upper Body,166,249,41334,train,0
22731,img/Hooded_Cotton_Canvas_Anorak/img_00000138.jpg,13,53,196,299,Anorak,1,Upper Body,183,246,45018,train,0
22733,img/Hooded_Cotton_Canvas_Anorak/img_00000140.jpg,1,1,201,285,Anorak,1,Upper Body,200,284,56800,train,0
22734,img/Hooded_Cotton_Canvas_Anorak/img_00000141.jpg,29,38,283,300,Anorak,1,Upper Body,254,262,66548,train,0
22735,img/Hooded_Cotton_Canvas_Anorak/img_00000142.jpg,41,47,209,299,Anorak,1,Upper Body,168,252,42336,train,0
22736,img/Hooded_Cotton_Canvas_Anorak/img_00000143.jpg,29,44,279,300,Anorak,1,Upper Body,250,256,64000,train,0
22740,img/Hooded_Cotton_Canvas_Anorak/img_00000147.jpg,60,49,221,300,Anorak,1,Upper Body,161,251,40411,train,0
